Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,52.0,0,0.0,56,2145.563492,0.011403509,0.025292397999999997,13.11733918,0.0,May,2,2,1,14,Returning_Visitor,False,True
0,0.0,0,0.0,4,67.0,0.0,0.05,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
1,9.0,0,0.0,37,,0.030555556,0.053240740999999994,4.7605485960000005,,Nov,1,1,8,1,Returning_Visitor,False,False
5,497.75,1,10.0,51,4977.85,,0.015536723,15.35760339,0.0,May,2,2,1,5,Returning_Visitor,False,True
3,285.2,0,0.0,23,619.48,0.007692308,0.034615385,8.342755887000001,0.0,Jul,2,4,2,4,Returning_Visitor,False,False
2,135.0,0,0.0,25,1684.375,0.014814815,0.052674897000000005,0.0,0.0,Jul,1,1,8,3,Returning_Visitor,True,False
1,18.2,0,0.0,17,225.68,0.0,0.0037037040000000004,0.0,0.0,Nov,2,10,1,2,Returning_Visitor,False,False
5,368.4,0,0.0,14,481.96666669999996,0.010526316,0.031578947,0.0,0.0,Sep,1,1,1,2,Returning_Visitor,False,False
8,176.25,1,141.0,20,,0.0,0.009230769,19.13285864,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
1,20.0,0,0.0,30,1038.791667,0.006666666999999999,0.026666667,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,272.5,0.0,,0.0,0.0,Mar,1,1,6,2,New_Visitor,True,False
1,4.0,0,0.0,15,377.5,0.0,0.002040816,69.71321409999999,0.0,Nov,8,13,9,20,Other,False,False
2,17.0,0,0.0,32,2026.2,0.0,0.029411765,1.3325107520000001,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,,13,972.6,0.0,0.007692308,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,24,653.0,0.008333333,0.033333333,0.0,,May,4,1,9,1,Returning_Visitor,False,False
2,28.2,0,0.0,7,212.5,0.0,0.0074074069999999995,94.01683315,0.0,Nov,2,2,3,2,New_Visitor,True,True
0,0.0,0,0.0,4,,0.05,0.066666667,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,False
3,57.425,3,55.0,11,281.425,0.004166667,0.053125,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
3,51.0,0,0.0,14,527.375,0.015555556000000002,0.033862434,0.0,0.0,Mar,7,1,6,1,Returning_Visitor,True,False
