Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,4,,0.0,0.075,0.0,0.0,May,2,2,8,4,Returning_Visitor,False,False
3,68.58333333,0,0.0,72,1781.1916670000003,0.008219178,0.015174871000000001,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,True,False
1,8.0,0,0.0,14,269.5,0.0,0.019047619,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
1,28.2,1,,7,70.46666667,0.058333333,0.086904762,0.0,0.0,Oct,2,2,1,20,Returning_Visitor,False,False
12,672.0952381,2,86.0,23,237.09523810000002,0.0,0.010344828,0.0,0.0,May,1,1,2,6,Returning_Visitor,False,False
4,367.0,5,2256.916667,74,8981.580128,0.0029889540000000003,0.043301833,0.0,0.0,Dec,2,2,1,8,Returning_Visitor,False,False
0,0.0,0,,2,0.0,0.2,0.2,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,12,,0.016666667,0.047222222,0.0,0.0,Nov,4,1,4,2,Returning_Visitor,False,False
5,488.462963,0,0.0,56,3327.537566,0.006578947,0.022060247999999998,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,185.0,0.0,0.1,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
3,55.0,0,0.0,18,376.5,0.021052632,0.040350877,0.0,0.4,May,4,2,3,11,Returning_Visitor,False,False
1,0.0,0,0.0,31,1282.0,0.03125,0.05,0.0,0.8,May,2,2,6,3,Returning_Visitor,False,False
4,69.0,0,0.0,20,1180.0,0.0,0.009090909,30.52636364,0.0,May,2,2,6,3,Returning_Visitor,False,True
2,108.0,0,0.0,8,316.5,0.033333333,,0.0,0.0,May,3,2,3,11,Returning_Visitor,True,False
1,33.5,0,0.0,37,1702.9166670000002,0.0,0.009047619,0.0,,Nov,2,4,3,2,New_Visitor,False,False
4,87.0,0,0.0,14,280.5,0.025,0.04375,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
7,718.0,0,0.0,15,644.25,0.005263158,0.01754386,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
4,48.0,0,0.0,2,11.0,0.0,0.008,0.0,0.0,Mar,2,6,6,7,New_Visitor,False,False
2,78.0,0,0.0,22,325.0,0.0,0.007246376999999999,19.10349568,0.0,Dec,4,1,3,1,Returning_Visitor,True,True
4,84.0,3,,32,478.5,0.070588235,0.077843137,0.0,0.0,May,3,2,6,6,Returning_Visitor,False,False
3,60.0,0,0.0,19,494.5,0.0,,0.0,0.0,Mar,1,1,3,9,Returning_Visitor,True,False
0,0.0,0,0.0,7,58.0,0.028571429,0.057142857000000005,0.0,,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,1,0.0,7,50.0,0.038095238,0.08095238099999999,0.0,0.6,Feb,2,4,1,7,Returning_Visitor,False,False
13,345.0166667,0,0.0,90,1816.5550079999998,0.0,0.0048611109999999996,86.31034266,0.0,Aug,4,2,3,4,Returning_Visitor,False,False
3,24.0,0,0.0,6,58.0,0.0,0.028571429,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False
2,298.2,0,0.0,48,1850.1166670000002,0.004081633,0.004421769,7.56292207,0.0,Nov,1,1,2,2,Returning_Visitor,True,True
0,0.0,0,0.0,14,169.91666669999998,0.0,0.076190476,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0,0.0,0,0.0,28,403.8333333,0.017857143,0.029829932000000003,0.0,0.0,Jul,1,1,6,4,Returning_Visitor,False,False
1,52.4,0,0.0,16,176.1,0.0,0.011764706000000002,0.0,0.0,Aug,1,1,1,5,Returning_Visitor,True,False
0,0.0,0,0.0,25,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,False
4,98.6,0,0.0,10,63.6,0.090909091,0.090909091,0.0,,Sep,1,1,4,3,Returning_Visitor,False,False
3,249.0,0,0.0,8,1046.5,,0.04,0.0,0.0,May,1,1,6,4,New_Visitor,True,False
3,52.0,0,0.0,13,295.6666667,,0.042857143,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,17,664.5,0.0,0.011764706000000002,0.0,0.0,Nov,4,1,9,2,Returning_Visitor,False,False
