Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6,180.06666669999998,0,0.0,3,111.8,0.0,0.007142857,0.0,0.0,Aug,2,2,9,5,New_Visitor,True,False
0,0.0,1,0.0,7,50.0,0.038095238,0.08095238099999999,0.0,,Feb,2,4,1,7,Returning_Visitor,False,False
2,7.0,0,0.0,15,533.11,0.011111111000000002,0.05,4.307627247,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
2,209.5,0,0.0,102,2436.287879,0.051797385999999994,0.06053921599999999,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,False,False
0,0.0,1,6.0,65,2349.101818,0.018785882,0.046505418,0.0,0.0,Jul,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,39.2,0.0,0.05,0.0,0.0,Nov,1,2,1,2,New_Visitor,False,False
0,0.0,0,0.0,29,1373.933333,0.0,0.020689655,0.0,0.0,Oct,2,4,7,1,Returning_Visitor,False,False
2,64.0,0,0.0,10,341.25,0.016666667,0.030555556,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,False,False
7,144.4615385,4,167.16666669999998,111,2312.337853,0.005128205,0.013887558999999999,8.191922892000001,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
2,37.0,0,0.0,46,3043.916667,0.030434782999999997,0.05,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
7,60.0,3,23.0,111,2524.501905,0.001694915,0.018834175,6.445051499,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,13,263.0,0.015384615,0.044615385,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,True,False
0,0.0,0,0.0,15,984.0,0.015384615,0.007692308,0.0,0.0,May,2,5,3,6,Returning_Visitor,True,False
0,0.0,0,0.0,23,373.5,0.019047619,0.050793650999999995,0.0,0.0,June,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,96,2857.712454,0.0023936170000000002,0.019742908,0.0,0.0,Nov,3,2,1,6,Returning_Visitor,True,False
0,0.0,0,0.0,3,64.0,0.0,0.066666667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,16,149.9,,,0.0,0.0,June,2,2,7,1,Returning_Visitor,False,False
3,59.0,0,0.0,29,527.2083333,0.0,0.011330048999999998,0.0,0.0,Mar,2,4,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,27,1547.5,0.0,0.0074074069999999995,0.0,0.0,May,4,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,3291.0,0.02,0.057999999999999996,,0.0,May,3,2,1,13,Returning_Visitor,False,False
5,88.0,0,0.0,34,3195.828571,0.002564103,0.015897436,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
3,40.0,0,0.0,5,189.41666669999998,0.0,0.016666667,0.0,0.0,Dec,1,8,3,11,Returning_Visitor,True,False
0,0.0,0,0.0,7,193.33333330000002,0.028571429,0.057142857000000005,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
3,12.0,1,24.0,3,5.333333333,0.033333333,0.083333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,20,806.5,0.01,0.038333333,0.0,0.6,May,2,4,1,3,Returning_Visitor,False,False
1,17.0,0,0.0,12,616.4,0.0,0.018181818,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,True,False
3,58.4,0,0.0,11,267.3,0.0,0.016666667,0.0,0.0,Nov,2,2,4,2,New_Visitor,True,False
1,5.0,0,0.0,31,1263.9,0.0,0.009111111,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,,0.2,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,12,148.75,0.02,0.056666667000000004,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
4,91.0,0,0.0,4,61.0,0.0,0.033333333,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
4,132.0,0,0.0,85,2299.3916670000003,0.003065134,0.013546798,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
2,47.66666667,0,0.0,5,72.33333333,0.0,,0.0,0.0,Mar,1,1,8,2,New_Visitor,False,False
2,16.0,0,0.0,33,1123.242857,0.006060606,0.021969697000000003,11.12342124,0.0,Mar,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,12,770.25,0.0,0.033333333,0.0,0.0,Dec,2,4,1,8,New_Visitor,False,False
5,152.1,0,0.0,27,1474.533333,0.014814815,0.030123457000000003,27.89717093,0.0,Oct,3,3,6,1,Returning_Visitor,True,False
12,158.59523810000002,2,167.0,48,1256.291667,0.003846154,0.016570513000000002,29.76290794,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
7,109.5,0,0.0,25,349.69696969999995,0.0,0.019047619,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,False,False
6,101.2,2,438.7,53,1692.6941550000001,0.012068966,0.022197723,0.0,0.0,Aug,3,2,4,1,Returning_Visitor,False,False
4,250.8571429,1,37.5,71,1145.5714289999999,0.0,0.0040540540000000005,80.58733784,0.0,May,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.2,May,2,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,9,198.1333333,0.0,0.053333333,,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
6,93.9,0,0.0,19,323.37404760000004,0.024242424,0.032223645,19.39995042,0.0,Sep,2,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,8,210.4,0.0,0.05,0.0,0.0,Nov,1,1,3,8,New_Visitor,True,False
3,148.66666669999998,0,0.0,23,908.4666667000001,0.033333333,0.052840909000000005,25.61645833,0.8,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,13.0,0.066666667,0.133333333,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
2,17.0,0,0.0,15,,0.0,0.005882353000000001,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,19,483.58333330000005,0.021052632,0.025789474,0.0,0.2,May,1,1,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,10,234.0,0.022222222000000003,0.088888889,0.0,0.4,May,2,5,1,4,Returning_Visitor,False,False
0,0.0,0,,12,1484.0,0.0,0.016666667,0.0,,Mar,2,2,7,1,Returning_Visitor,False,False
4,76.125,0,0.0,13,487.45833330000005,0.0,0.024444444,0.0,0.0,Dec,2,4,8,2,Returning_Visitor,False,False
11,151.525,6,435.25,72,5251.382738,0.0,0.009969093,13.77521629,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
6,83.4,1,102.3,34,970.6266667000001,0.008823529,0.014313725,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,27,,0.0,0.017283951000000002,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3,137.56666669999998,2,23.0,22,,0.0,0.024666667000000003,13.67493333,0.0,May,3,6,4,6,Returning_Visitor,False,True
6,104.0,1,0.0,14,269.5,,0.021568627000000003,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
5,58.83333333,0,0.0,128,,0.0033078879999999997,0.012517823999999999,3.83397413,0.0,Nov,2,2,2,1,Returning_Visitor,True,False
0,0.0,0,0.0,5,223.0,0.0,0.04,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,60.4,0.066666667,0.133333333,,0.0,June,3,2,2,1,Returning_Visitor,False,False
5,110.95,0,0.0,23,448.25,0.024,0.043333332999999995,0.0,0.0,Nov,3,2,8,11,Returning_Visitor,False,False
5,724.5,0,0.0,23,867.3333332999998,0.0,0.0008264460000000001,59.988,0.0,May,1,1,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,4,185.0,0.05,0.1,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
4,112.5,0,0.0,26,1657.0,0.0074074069999999995,0.020987653999999998,5.237224754,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
4,96.25,0,0.0,67,3763.0007579999997,0.0,0.003076923,,,Nov,2,4,9,3,Other,False,True
0,0.0,0,0.0,13,313.0,0.0,0.015384615,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
3,75.4,0,0.0,18,1051.42,0.00952381,0.019047619,0.0,0.0,Oct,2,5,2,2,New_Visitor,False,False
4,94.0,0,0.0,34,1159.666667,0.005714286,0.019142857,16.12416,0.0,May,1,8,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,11,145.0,0.018181818,0.036363636,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,False,False
