Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,4,75.4,0.1,0.125,0.0,0.0,Nov,3,3,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,47.0,0.0,0.05,0.0,0.0,Nov,2,2,3,11,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,37.5,0.0,0.033333333,0.0,0.0,Mar,3,2,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,38,1355.366667,0.0,0.009259259,0.0,0.0,Nov,1,2,6,2,Returning_Visitor,False,False
6,394.1,4,489.6,40,1190.4,0.0,0.012318841,17.19073913,0.0,May,3,2,1,11,Returning_Visitor,False,False
2,83.0,0,0.0,15,605.8857142999999,0.0,0.005882353000000001,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,True,False
3,23.0,0,0.0,14,243.83333330000002,0.0,0.011764706000000002,0.0,0.0,May,2,4,2,2,New_Visitor,False,False
8,131.3333333,1,4.0,95,2107.583333,0.0,0.004166667,,0.0,May,2,2,4,4,Returning_Visitor,True,False
2,166.91666669999998,7,115.0,233,7952.491839,0.0018349470000000002,0.019045831000000003,8.920900782999999,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.0,0.2,,,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
4,601.9,0,0.0,41,2517.583333,0.007751938000000001,0.013881932,20.55494533,0.0,Sep,3,2,1,1,Returning_Visitor,False,True
4,47.0,0,0.0,29,5198.533332999999,0.0,0.019892473,0.0,0.0,May,2,4,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,20,584.0,0.0,0.0035087720000000003,0.0,0.0,May,2,2,6,4,New_Visitor,False,False
0,0.0,1,0.0,5,85.6,0.011111111000000002,0.046666667,0.0,0.0,June,3,2,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,236.0,0.0,,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
1,5.0,0,0.0,8,203.0,0.0,0.00952381,0.0,0.0,Dec,2,4,1,2,New_Visitor,False,False
0,0.0,0,0.0,8,358.0,0.05,0.075,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
3,53.4,0,0.0,21,216.7,,0.008695652,0.0,0.0,Sep,2,2,1,2,New_Visitor,False,False
0,0.0,0,0.0,1,0.0,,0.2,0.0,0.0,Nov,2,6,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,20,518.6666667,0.0,0.011111111000000002,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
8,156.25,0,0.0,48,1481.108333,0.003773585,0.008176101,0.0,0.0,Dec,2,4,4,1,Returning_Visitor,False,False
8,162.5,0,0.0,9,156.5,0.018181818,0.027272727000000004,0.0,,Dec,4,1,4,8,New_Visitor,False,False
0,0.0,0,,10,,0.04444444400000001,0.055555556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
3,99.75,0,0.0,89,2520.056936,0.002173913,0.012934783,40.51760545,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
0,0.0,0,0.0,98,3986.789646,,0.027110844,0.0,,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,,18,345.12,0.04444444400000001,0.072222222,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,True,False
0,0.0,0,0.0,7,168.75,0.0,0.00952381,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,38,1656.615043,0.018421053,0.04154591,0.0,,Dec,3,2,2,2,Returning_Visitor,True,False
0,0.0,3,57.0,31,4547.166667,0.012903226,0.039247312,8.682741935,0.0,Mar,2,4,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,125.25,0.0,0.033333333,0.0,0.0,Nov,2,10,4,3,Returning_Visitor,True,False
0,0.0,0,,40,3675.5,0.0,0.016666667,,0.0,Nov,2,2,8,10,Returning_Visitor,False,False
0,0.0,0,0.0,7,42.0,0.057142857000000005,0.085714286,0.0,0.0,Dec,2,4,6,1,Returning_Visitor,True,False
0,0.0,0,0.0,52,2180.217803,0.0,0.012515263,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
2,114.0,0,0.0,17,176.66666669999998,0.078947368,0.093859649,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,18.0,0.0,0.075,0.0,0.0,Dec,3,2,2,3,New_Visitor,False,False
9,307.360119,4,77.91666667,95,2989.780952,0.005882353000000001,0.014513583,12.74039337,0.0,Nov,3,2,4,1,Returning_Visitor,True,False
0,0.0,0,0.0,11,212.91666669999998,0.0,0.009090909,0.0,,Nov,3,2,5,2,New_Visitor,False,False
10,398.5727115,1,,24,985.0802412,,0.028987132000000002,0.0,0.0,Sep,3,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,17,445.0,0.047058824000000006,0.062745098,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,0.0,2,43.0,25,1053.080952,,0.019786325,6.7829999999999995,0.0,May,2,4,5,4,Returning_Visitor,True,False
