Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4,94.86666667,0,0.0,22,812.1357142999999,0.008333333,0.042708333,18.08644865,0.0,Jul,3,2,2,4,Returning_Visitor,False,True
6,35.1,0,0.0,138,6440.235256,0.0018912529999999999,0.027316655,0.0,,June,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,,2,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,20,Returning_Visitor,False,False
11,251.3090909,2,1655.4,80,1249.048358,,0.013743735,8.517221252,0.0,Sep,3,2,4,2,Returning_Visitor,True,False
6,143.16666669999998,0,0.0,50,925.9476189999999,0.0,0.010160428,13.60512012,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,,54,1357.6178300000001,0.0,0.004812274,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,True,False
0,0.0,0,0.0,40,952.9666667000001,0.0016666670000000001,0.016666667,,0.0,Mar,1,1,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,42.0,0.04,0.08,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,164.0,0.04,0.04,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
7,134.625,0,,14,1010.375,0.011764706000000002,0.058823529000000006,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,121.375,0.0,0.025,,0.0,Dec,3,2,4,2,New_Visitor,False,False
0,0.0,0,0.0,7,499.5,0.0,0.033333333,0.0,0.8,May,2,4,1,5,New_Visitor,False,False
4,218.9666667,0,0.0,12,672.7,0.0,0.0044444440000000005,83.10114264,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
0,0.0,0,0.0,7,40.0,0.14285714300000002,0.157142857,0.0,0.6,May,3,2,3,4,Returning_Visitor,False,False
0,0.0,1,11.0,35,926.6690476,0.016666667,0.054930556,0.0,1.0,May,2,2,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,9,339.5,0.0,0.013888889,0.0,0.0,Dec,1,2,3,2,New_Visitor,True,False
