Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2,14.5,0,0.0,23,316.3333333,0.008333333,0.030833332999999997,,1.0,May,2,2,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Mar,1,2,9,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,43.0,0.0,0.1,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
6,237.5,3,347.5,22,740.5,0.008,0.02,87.94459488,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
7,85.52916667,3,255.5,45,2996.4875,0.014814815,0.02628108,2.0905,0.0,May,2,2,3,3,Returning_Visitor,False,False
11,383.3,2,,189,15454.438569999998,0.007286432,0.019882747,0.0,0.0,Aug,2,10,2,1,Returning_Visitor,False,False
1,0.0,0,,59,1669.940186,0.004137931,0.011611098,0.0,0.0,Dec,2,2,3,7,Returning_Visitor,True,False
0,0.0,0,0.0,140,4096.090152000001,0.0038095240000000003,0.011870748,0.0,0.0,Nov,2,5,7,1,Returning_Visitor,False,False
16,180.66666669999998,1,649.25,113,8041.5888700000005,,0.026808161,0.0,0.0,Dec,2,6,7,1,Returning_Visitor,False,False
4,26.0,0,0.0,18,727.6190475999999,0.0,0.013333333000000001,0.0,0.0,May,2,2,5,3,New_Visitor,True,False
5,126.25,0,0.0,15,286.5166667,0.005263158,0.01754386,0.0,0.0,Dec,1,1,2,10,Returning_Visitor,False,False
2,4.0,0,,2,44.4,0.0,0.05,0.0,0.0,Sep,2,10,3,5,New_Visitor,False,False
1,34.5,0,0.0,22,279.8333333,0.008695652,0.013043478,0.0,0.0,Nov,2,2,1,2,Other,False,False
3,73.2,5,124.26666670000002,10,,0.0,0.0025,0.0,0.0,Sep,2,2,5,1,New_Visitor,False,False
2,71.3,0,0.0,18,813.8,0.010526316,0.045438596,0.0,,May,3,2,8,13,Returning_Visitor,False,False
5,335.8,0,0.0,20,910.41,0.0,0.003333333,0.0,0.0,Nov,2,2,4,2,New_Visitor,True,False
0,0.0,0,0.0,37,1138.5,0.0,0.013513513999999999,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
0,0.0,0,0.0,2,166.0,,0.05,0.0,0.0,Dec,8,13,9,20,Other,False,False
